"F7"	"FC5"	"T."	"P7"	"O1"	"FC6"	"F8"	"eyeDetect"
4000.51	4106.15	4336.41	4610.26	4038.97	4176.92	4582.05	0
3970.77	4107.18	4334.36	4619.49	4081.54	4197.44	4600.51	0
4046.15	4121.54	4345.13	4630.77	4066.67	4208.21	4606.15	0
3960.51	4103.59	4332.31	4618.97	4052.31	4204.1	4591.79	0
3969.23	4107.69	4321.03	4595.9	4066.15	4174.36	4605.64	1
4006.67	4121.54	4331.28	4612.82	4061.54	4192.31	4584.1	0
4004.62	4118.46	4333.33	4635.38	4076.92	4173.85	4576.92	0
4018.97	4109.74	4332.31	4611.28	4064.1	4203.08	4600	0
4022.05	4110.77	4350.77	4625.64	4078.97	4205.13	4605.13	1
3991.28	4128.72	4350.77	4618.97	4074.36	4211.28	4622.05	1
4001.54	4118.97	4336.41	4611.28	4061.03	4210.77	4602.56	1
3984.62	4109.23	4333.85	4600	4042.56	4190.26	4587.18	0
3989.23	4093.33	4332.82	4610.26	4052.82	4189.74	4590.77	1
4020	4120.51	4316.92	4607.18	4052.31	4206.15	4622.05	0
4010.26	4113.85	4332.31	4610.26	4049.74	4202.56	4593.85	1
4046.67	4122.56	4346.15	4628.21	4076.92	4210.26	4609.23	0
4002.05	4127.18	4331.79	4600	4038.97	4204.62	4604.62	1
4025.13	4129.23	4344.62	4618.46	4064.62	4188.21	4606.15	1
4016.92	4121.03	4343.59	4613.85	4077.44	4191.28	4577.95	1
4003.08	4120.51	4343.08	4616.92	4055.9	4172.31	4598.97	1
4026.15	4113.85	4332.82	4622.56	4055.38	4168.72	4597.95	0
3970.26	4089.74	4331.79	4610.26	4052.31	4190.26	4584.1	1
3968.72	4133.85	4335.38	4632.82	4073.85	4205.64	4617.44	0
3993.33	4112.31	4336.41	4605.64	4052.82	4189.74	4588.21	0
4009.23	4109.23	4348.72	4626.67	4074.87	4221.03	4612.82	0
3996.92	4104.62	4341.03	4613.85	4057.44	4183.08	4582.05	0
3996.41	4120.51	4329.23	4604.62	4062.56	4204.62	4606.67	0
3997.44	4122.56	4331.28	4621.54	4054.87	4189.74	4603.08	1
3985.13	4123.08	4340.51	4623.59	4052.82	4194.87	4580	0
3997.95	4137.95	4327.18	4616.92	4077.95	4200	4611.28	1
4013.85	4120.51	4344.1	4616.92	4091.79	4226.15	4615.38	1
3981.03	4106.15	4328.72	4604.62	4053.85	4198.97	4579.49	1
4029.23	4121.03	4338.97	4617.95	4065.13	4203.59	4609.23	0
4001.54	4119.49	4329.23	4628.21	4079.49	4208.21	4623.59	0
4006.15	4114.87	4346.67	4619.49	4068.21	4191.28	4590.26	0
3998.97	4103.08	4336.92	4615.9	4060.51	4207.69	4613.33	0
4035.38	4110.77	4344.62	4616.92	4075.38	4201.54	4603.59	0
4014.36	4122.56	4352.82	4613.33	4055.38	4196.41	4599.49	1
3998.97	4107.69	4333.33	4614.87	4055.9	4192.31	4607.18	0
3996.41	4103.59	4346.67	4616.92	4065.13	4202.05	4609.23	0
4017.44	4122.05	4332.31	4617.95	4043.59	4188.72	4608.21	1
4003.08	4122.56	4336.41	4605.64	4048.72	4191.79	4589.74	1
4006.67	4116.41	4331.79	4613.85	4053.33	4205.13	4608.72	0
3983.59	4123.08	4347.69	4624.62	4091.79	4191.28	4573.85	1
3996.41	4107.69	4342.05	4617.95	4065.13	4173.33	4602.05	1
4014.87	4105.64	4330.77	4617.44	4049.23	4186.15	4608.72	1
4026.15	4126.15	4324.62	4609.74	4072.31	4210.26	4609.23	0
4025.13	4125.64	4340	4616.92	4035.38	4193.85	4614.87	1
4012.82	4135.9	4344.62	4622.05	4090.77	4206.67	4600	1
3997.44	4106.67	4329.74	4616.92	4065.64	4190.26	4597.44	0
4037.44	4115.38	4355.9	4630.77	4111.79	4212.82	4615.9	1
3992.31	4104.62	4319.49	4611.28	4050.26	4198.97	4606.67	0
4021.03	4120	4337.95	4605.64	4057.44	4189.23	4575.9	0
4020	4135.38	4352.31	4627.69	4111.28	4190.77	4575.9	0
4030.26	4137.95	4349.23	4631.28	4072.82	4204.62	4629.74	0
3983.08	4122.05	4324.1	4612.31	4050.77	4213.33	4601.54	1
4003.59	4123.59	4347.18	4616.41	4062.05	4200	4606.15	1
3952.31	4103.08	4317.44	4613.33	4061.03	4192.82	4575.9	1
3994.87	4105.13	4336.41	4626.67	4106.15	4169.74	4601.54	1
3988.21	4102.56	4343.59	4621.54	4057.44	4204.62	4608.21	0
4031.28	4123.08	4342.56	4622.56	4080.51	4206.15	4606.67	0
4045.13	4123.59	4348.21	4633.85	4072.82	4211.79	4604.62	0
4039.49	4135.9	4345.13	4628.72	4075.9	4204.62	4601.03	1
4016.92	4122.05	4331.79	4597.95	4073.85	4197.95	4607.18	0
4008.21	4111.28	4347.18	4623.59	4072.31	4213.33	4608.21	0
3984.1	4106.15	4336.92	4618.97	4063.08	4207.18	4601.54	0
3988.72	4109.23	4319.49	4622.56	4071.28	4208.72	4623.08	0
3981.54	4101.03	4331.28	4598.97	4047.69	4184.1	4583.08	0
3997.95	4131.28	4321.03	4619.49	4061.03	4212.31	4623.59	0
4006.15	4106.15	4332.31	4615.38	4047.18	4187.69	4594.87	1
3984.62	4104.1	4339.49	4618.46	4076.41	4207.18	4592.31	0
3992.82	4107.18	4328.21	4622.05	4083.08	4195.9	4590.77	0
4027.69	4123.08	4351.28	4636.41	4081.54	4203.59	4623.59	0
4001.03	4114.36	4334.36	4615.9	4070.77	4198.97	4603.08	0
4006.67	4124.62	4341.54	4609.23	4078.97	4200.51	4591.28	1
4005.13	4121.03	4318.46	4606.67	4064.62	4195.38	4590.26	1
3993.33	4090.77	4330.77	4613.85	4050.26	4179.49	4585.13	0
4001.54	4117.95	4332.31	4622.56	4060.51	4208.72	4628.72	0
3989.74	4131.79	4330.26	4624.1	4074.36	4197.95	4608.72	0
4031.79	4110.77	4338.97	4624.62	4085.13	4196.41	4593.85	0
4038.46	4146.67	4340	4609.23	4071.79	4205.64	4626.15	0
4010.26	4148.21	4359.49	4613.33	4077.44	4217.44	4626.67	0
3996.41	4110.77	4343.08	4620.51	4076.41	4211.79	4597.95	0
3987.69	4130.77	4343.59	4616.92	4048.72	4197.44	4599.49	0
3999.49	4131.79	4339.49	4617.95	4056.41	4195.38	4601.03	1
4020.51	4114.36	4340.51	4633.33	4062.05	4200	4601.54	0
3989.74	4110.77	4333.33	4615.9	4070.77	4204.1	4589.74	0
4001.54	4122.56	4332.82	4614.87	4056.92	4187.69	4605.13	0
3998.46	4141.54	4337.95	4617.95	4041.03	4192.82	4621.54	1
3987.18	4094.87	4328.21	4612.31	4069.23	4210.77	4607.18	1
4004.1	4114.36	4332.31	4621.03	4057.95	4202.05	4604.1	0
3969.23	4119.49	4328.21	4616.92	4074.87	4190.77	4627.18	1
3988.72	4103.59	4328.21	4611.79	4061.54	4195.9	4586.15	1
3991.28	4121.54	4321.03	4605.13	4036.41	4184.1	4598.46	1
3958.97	4123.59	4337.44	4634.87	4085.64	4210.77	4614.87	0
4020	4128.21	4335.9	4617.95	4082.05	4206.15	4604.62	1
4014.36	4111.79	4330.77	4602.56	4087.69	4195.38	4604.62	0
3985.64	4102.56	4334.36	4619.49	4057.44	4191.79	4590.77	0
4006.67	4109.74	4349.23	4621.03	4090.77	4194.36	4593.33	0
3987.69	4108.21	4341.54	4622.56	4057.44	4179.49	4610.77	0
4003.08	4147.69	4354.87	4628.72	4070.77	4212.31	4623.08	0
4006.15	4116.41	4345.13	4617.44	4053.85	4200	4597.44	1
3999.49	4108.21	4327.18	4621.03	4055.9	4204.62	4615.38	0
3990.26	4122.56	4337.95	4622.05	4075.38	4204.1	4589.74	0
4007.18	4137.44	4344.1	4624.62	4067.69	4206.67	4594.87	0
3983.59	4104.62	4335.9	4620.51	4041.03	4187.69	4566.67	1
4026.15	4129.74	4340.51	4625.64	4090.77	4197.44	4606.15	1
4020.51	4137.95	4331.79	4616.41	4066.67	4174.36	4570.26	1
4018.46	4122.56	4334.87	4607.18	4052.82	4215.38	4593.85	1
4024.1	4134.36	4337.44	4614.36	4035.9	4188.21	4610.77	1
4017.95	4105.13	4333.33	4612.31	4044.62	4185.13	4605.64	1
3993.33	4132.31	4344.62	4625.13	4087.69	4217.44	4621.54	0
3980	4096.92	4347.18	4625.13	4093.85	4202.05	4590.26	1
3982.56	4107.18	4320	4618.46	4069.74	4208.72	4601.54	0
4009.23	4120.51	4340	4616.41	4056.92	4187.69	4590.77	0
4020.51	4143.08	4338.97	4612.82	4078.46	4191.28	4588.72	1
4012.31	4122.05	4342.05	4610.26	4046.67	4188.21	4577.44	1
4021.03	4123.08	4336.92	4611.28	4053.85	4205.64	4595.9	1
4015.38	4121.03	4350.77	4626.67	4071.28	4212.82	4612.31	0
3990.77	4106.15	4345.13	4617.95	4053.85	4207.18	4593.85	1
4033.33	4130.77	4352.82	4620.51	4085.64	4211.79	4583.59	1
3989.74	4121.03	4334.36	4619.49	4091.28	4208.72	4610.77	0
3986.67	4119.49	4352.82	4628.21	4092.82	4209.23	4595.9	1
4004.62	4108.72	4334.36	4618.97	4056.92	4193.85	4607.69	0
4009.23	4137.44	4334.87	4604.62	4097.95	4206.67	4626.67	0
3986.67	4107.18	4343.08	4620.51	4107.18	4217.95	4614.36	1
4004.1	4126.15	4333.33	4607.18	4058.97	4181.03	4603.59	1
3980.51	4111.79	4329.74	4603.08	4051.79	4218.97	4601.54	1
4008.72	4105.64	4348.21	4615.9	4048.21	4207.69	4630.77	1
4016.92	4106.15	4358.97	4617.44	4064.1	4207.18	4605.13	0
4021.03	4122.05	4337.95	4611.28	4071.28	4192.82	4609.74	0
3997.44	4100	4338.97	4614.87	4061.03	4194.36	4625.64	1
3987.18	4105.13	4330.26	4598.97	4044.62	4190.26	4594.87	0
3995.9	4122.05	4331.79	4621.54	4078.97	4192.82	4591.28	0
3972.82	4106.67	4342.05	4633.85	4078.46	4214.87	4618.46	0
4034.87	4123.59	4337.44	4620.51	4065.64	4174.87	4596.41	0
3969.23	4104.62	4336.41	4631.28	4089.74	4213.85	4617.44	0
3990.77	4141.03	4348.21	4621.03	4080	4200.51	4606.15	0
4023.08	4114.36	4343.08	4627.69	4080.51	4198.46	4606.67	0
4002.05	4125.64	4345.13	4622.05	4054.36	4207.18	4600.51	0
3965.13	4109.23	4329.23	4607.69	4056.92	4188.21	4572.82	1
4013.33	4116.41	4322.56	4601.03	4070.26	4192.31	4601.54	0
4038.46	4117.44	4344.62	4629.74	4080	4207.18	4610.26	0
4011.28	4106.67	4325.64	4606.67	4069.74	4193.33	4591.79	0
4003.08	4110.77	4347.69	4619.49	4078.97	4195.38	4593.85	0
3981.03	4091.28	4328.21	4617.95	4102.56	4172.82	4614.87	1
3992.82	4123.59	4328.21	4602.56	4065.13	4203.59	4603.59	0
4010.26	4110.77	4340	4614.87	4050.26	4196.41	4617.95	1
4020	4137.95	4350.77	4637.44	4088.21	4213.33	4617.44	0
3986.15	4110.26	4333.33	4611.28	4054.36	4204.1	4607.18	0
3974.36	4137.44	4332.31	4604.62	4065.64	4173.33	4613.85	1
4021.54	4123.59	4352.82	4631.28	4081.54	4207.69	4617.95	0
4034.36	4121.54	4353.33	4621.03	4108.21	4218.97	4620.51	1
4007.69	4125.64	4332.82	4630.77	4071.79	4185.64	4584.62	0
4005.13	4125.64	4329.74	4601.03	4058.46	4183.08	4584.62	1
3983.08	4100	4320	4610.26	4081.54	4195.9	4578.97	0
4037.95	4112.31	4339.49	4616.41	4077.95	4204.1	4607.18	0
4002.56	4133.85	4349.74	4620.51	4068.21	4194.87	4606.15	0
4008.21	4127.69	4332.31	4615.9	4061.54	4206.67	4608.21	1
4014.87	4113.85	4331.28	4615.38	4044.1	4212.82	4621.54	1
3986.67	4126.67	4328.21	4623.59	4073.85	4198.97	4609.74	0
4003.08	4113.85	4340.51	4618.46	4069.23	4209.74	4608.72	0
4029.74	4121.03	4341.03	4619.49	4106.67	4211.28	4616.41	1
4021.54	4140.51	4347.18	4613.33	4089.23	4213.85	4625.13	0
3991.79	4119.49	4337.95	4622.56	4081.54	4189.74	4577.95	0
3980.51	4109.74	4345.13	4620.51	4091.28	4197.95	4582.56	1
4012.82	4108.21	4315.9	4607.69	4053.85	4206.15	4622.05	0
4040	4147.18	4338.97	4614.36	4068.21	4197.44	4604.1	0
4003.59	4127.18	4342.05	4613.85	4052.31	4189.23	4584.1	0
4006.67	4125.64	4345.13	4611.79	4042.56	4191.79	4597.95	0
3975.9	4116.92	4347.18	4626.15	4088.21	4198.46	4588.72	1
3966.15	4108.21	4323.59	4605.64	4075.38	4181.54	4574.87	0
3978.46	4109.74	4340.51	4611.28	4068.21	4193.85	4593.33	1
3981.54	4097.95	4345.64	4616.92	4064.62	4186.67	4589.23	0
4005.13	4103.08	4344.62	4617.44	4075.9	4212.31	4607.69	0
4018.97	4122.56	4348.72	4636.92	4088.72	4222.05	4624.62	0
3995.9	4108.72	4332.31	4618.97	4084.62	4193.85	4585.64	1
4013.33	4126.67	4332.82	4631.28	4069.23	4218.46	4626.15	1
4021.54	4121.03	4346.15	4623.59	4095.38	4202.56	4594.87	0
3987.18	4102.56	4341.54	4611.28	4052.31	4212.31	4604.1	1
3992.31	4118.46	4344.1	4617.44	4068.21	4216.92	4616.41	0
3972.82	4109.23	4338.97	4615.38	4091.79	4196.92	4581.54	1
3996.92	4098.97	4332.31	4621.54	4064.62	4200.51	4601.03	1
4012.82	4112.31	4324.1	4614.36	4085.13	4188.72	4572.31	0
4003.59	4126.15	4329.23	4618.46	4077.44	4190.77	4589.74	0
3985.64	4105.64	4325.64	4616.41	4045.64	4208.72	4592.82	1
4002.05	4117.95	4343.59	4620.51	4064.62	4194.36	4591.28	1
3988.21	4108.21	4324.1	4620.51	4063.59	4202.05	4605.64	0
4009.23	4112.82	4345.13	4618.97	4072.82	4196.92	4597.44	0
4028.21	4122.56	4345.64	4621.03	4106.15	4220	4620	1
4012.82	4113.33	4329.23	4617.95	4072.31	4197.44	4602.05	0
3972.82	4105.13	4338.97	4625.13	4072.31	4209.74	4632.31	0
3966.15	4127.69	4337.44	4627.69	4056.92	4190.26	4587.69	0
3991.79	4121.03	4350.26	4627.69	4071.79	4209.23	4609.74	0
3987.18	4124.1	4336.92	4612.82	4052.31	4195.38	4593.85	0
4035.9	4115.38	4354.36	4626.67	4106.67	4213.85	4616.41	1
4002.05	4142.05	4356.92	4625.64	4082.05	4208.72	4612.31	0
4017.95	4135.9	4333.85	4617.44	4073.33	4196.41	4597.44	0
3992.82	4107.18	4341.54	4613.85	4050.77	4195.38	4592.82	1
4008.21	4115.38	4327.18	4598.46	4062.05	4182.05	4595.38	1
4045.64	4116.92	4339.49	4629.74	4078.46	4188.21	4595.38	0
3991.79	4115.38	4342.05	4606.67	4053.85	4214.87	4605.13	1
3997.44	4112.31	4335.38	4614.36	4056.41	4201.54	4604.62	0
3985.13	4102.05	4328.21	4607.69	4053.85	4203.08	4588.21	1
4008.21	4114.87	4347.18	4614.87	4078.97	4192.82	4593.85	0
3976.92	4093.33	4328.21	4597.44	4051.28	4172.82	4573.33	0
4003.08	4125.13	4329.23	4613.85	4073.33	4188.72	4590.26	0
3961.54	4103.08	4322.56	4606.67	4041.03	4177.95	4594.87	1
4041.03	4141.03	4351.28	4619.49	4078.46	4206.67	4623.59	1
4013.85	4104.62	4331.79	4619.49	4045.13	4180	4602.56	1
4003.59	4108.72	4336.92	4611.79	4050.26	4181.03	4594.87	0
3980.51	4104.1	4332.31	4598.97	4044.62	4200.51	4596.41	0
4007.18	4123.08	4337.44	4606.67	4057.44	4194.36	4607.69	1
3972.31	4104.62	4324.62	4615.38	4083.08	4196.41	4585.13	0
4023.59	4120.51	4344.62	4618.97	4061.54	4194.87	4581.03	0
3989.23	4112.82	4328.72	4606.15	4045.13	4183.59	4590.26	0
3959.49	4131.79	4331.28	4626.67	4058.97	4201.03	4609.74	0
3978.46	4100	4332.31	4610.26	4053.85	4184.62	4580.51	0
3994.87	4135.9	4351.28	4632.31	4081.54	4225.13	4635.9	0
4025.13	4124.62	4336.41	4620.51	4071.79	4194.36	4595.38	0
3993.85	4120	4345.64	4617.44	4067.18	4203.59	4594.36	1
4031.28	4125.13	4345.64	4617.44	4049.74	4210.26	4625.64	1
4027.69	4135.9	4344.1	4619.49	4043.08	4207.69	4628.21	1
4000.51	4116.41	4322.05	4603.08	4063.59	4181.03	4577.44	1
3991.79	4123.59	4318.97	4622.56	4059.49	4208.72	4612.31	0
3997.95	4132.31	4340	4608.72	4062.05	4192.31	4575.38	0
4001.03	4119.49	4334.87	4610.26	4072.31	4210.77	4602.56	1
4016.92	4104.62	4335.9	4617.44	4054.36	4191.28	4576.41	1
3988.72	4112.31	4324.1	4617.44	4055.38	4202.56	4615.9	0
4049.23	4124.62	4346.67	4630.77	4073.85	4192.82	4614.36	0
4005.13	4106.67	4333.33	4609.74	4090.77	4206.67	4601.03	1
4005.13	4135.38	4340.51	4621.54	4058.46	4211.28	4618.97	1
3991.79	4102.56	4344.1	4629.74	4061.03	4205.64	4610.77	0
4033.33	4137.44	4327.18	4602.56	4051.79	4184.62	4592.31	1
4022.56	4136.92	4338.97	4620	4088.21	4199.49	4600	1
4004.62	4120	4328.72	4611.79	4047.69	4225.13	4623.59	1
3995.38	4115.38	4345.64	4616.41	4084.62	4202.05	4586.15	1
3990.26	4119.49	4327.18	4616.41	4075.9	4194.87	4604.1	0
3997.95	4113.85	4343.08	4617.95	4076.92	4194.87	4577.44	0
4002.56	4126.67	4334.87	4627.69	4090.77	4190.26	4594.36	1
3955.9	4093.33	4339.49	4604.1	4076.41	4188.21	4576.41	1
4003.59	4136.41	4336.92	4608.21	4054.36	4198.97	4591.28	0
4003.08	4120.51	4336.92	4613.85	4079.49	4209.23	4602.56	1
3980	4116.41	4346.67	4621.03	4078.46	4210.26	4620.51	0
3983.59	4097.44	4330.77	4613.33	4053.33	4198.97	4601.54	1
4011.28	4138.46	4354.36	4627.69	4071.28	4210.77	4592.31	0
3994.87	4117.95	4341.03	4617.44	4060	4169.74	4600	1
3964.62	4106.67	4328.72	4614.87	4083.59	4176.41	4605.64	1
4007.69	4137.95	4342.05	4622.05	4058.46	4196.41	4608.72	1
3987.18	4112.31	4335.9	4606.67	4052.82	4213.33	4602.05	1
4024.1	4121.54	4351.79	4629.74	4093.85	4188.72	4576.41	0
4016.41	4111.28	4331.79	4618.46	4046.15	4200	4613.33	1
3995.9	4107.69	4332.31	4606.67	4046.67	4175.38	4595.9	0
4023.59	4124.1	4337.44	4617.95	4068.21	4192.82	4606.15	0
3992.82	4115.38	4344.62	4625.13	4047.69	4212.31	4600	0
4008.21	4118.46	4338.97	4617.95	4070.26	4207.69	4588.72	0
3975.9	4111.79	4334.36	4622.56	4054.87	4204.62	4603.08	1
3984.62	4116.41	4336.41	4605.13	4057.95	4211.79	4596.41	1
3989.23	4100	4331.28	4621.54	4056.92	4172.82	4593.33	0
4007.18	4125.64	4332.31	4615.9	4067.18	4195.9	4617.44	1
3991.79	4083.59	4332.82	4615.38	4091.28	4184.1	4614.87	1
3978.97	4101.54	4328.72	4601.03	4054.87	4207.69	4591.28	1
3988.21	4106.67	4339.49	4618.46	4073.33	4193.33	4600	0
3973.85	4087.18	4333.85	4613.85	4089.74	4171.79	4608.72	1
4016.92	4128.21	4344.1	4617.95	4076.41	4196.41	4580.51	1
4002.56	4106.15	4346.15	4625.64	4060	4177.95	4606.67	0
4010.26	4109.74	4333.85	4615.9	4055.9	4209.23	4606.15	1
4009.23	4108.21	4333.33	4607.69	4037.44	4194.87	4617.44	1
3985.13	4098.97	4333.33	4617.44	4061.54	4191.28	4593.85	0
3989.23	4129.23	4335.9	4617.95	4072.31	4196.41	4609.23	0
4016.92	4142.56	4346.15	4614.36	4058.46	4204.62	4613.33	0
4025.64	4118.97	4341.03	4618.46	4047.18	4191.79	4613.33	1
4002.56	4121.54	4337.95	4613.33	4068.21	4216.92	4603.08	0
4005.13	4106.67	4331.79	4607.18	4049.23	4185.13	4600.51	1
3995.38	4114.36	4322.56	4607.18	4041.54	4191.79	4609.23	1
3976.41	4091.79	4320.51	4616.41	4061.03	4194.87	4593.85	0
3982.05	4122.56	4340	4615.9	4073.33	4192.82	4589.74	0
3998.46	4139.49	4352.82	4638.97	4081.03	4215.38	4621.54	0
4006.15	4123.59	4340	4616.92	4067.18	4203.59	4588.21	0
3996.92	4111.79	4332.31	4620.51	4066.15	4202.56	4606.67	0
3989.74	4091.28	4330.26	4605.64	4053.85	4186.15	4574.36	1
3974.87	4102.56	4342.05	4620.51	4077.44	4207.18	4599.49	0
3990.26	4109.23	4330.26	4603.08	4064.62	4182.05	4587.18	1
3997.44	4127.18	4350.77	4628.72	4091.79	4222.05	4621.54	0
3968.72	4137.95	4343.59	4632.31	4075.38	4214.87	4621.54	0
4023.08	4124.62	4351.79	4614.36	4057.95	4210.77	4618.97	1
4003.59	4110.77	4338.46	4612.82	4049.23	4194.87	4590.26	1
4020.51	4123.08	4351.28	4637.44	4087.18	4210.26	4620.51	0
4030.26	4125.13	4341.03	4621.54	4041.03	4197.44	4623.08	1
3984.1	4122.56	4336.92	4599.49	4048.72	4202.05	4594.36	1
3989.23	4104.1	4319.49	4603.08	4051.79	4194.87	4583.08	1
3986.15	4104.1	4331.28	4600	4067.69	4184.62	4611.79	1
4033.85	4128.21	4354.36	4623.59	4087.69	4200	4579.49	1
3989.74	4120.51	4317.44	4615.38	4054.87	4196.41	4605.13	0
4019.49	4109.74	4328.21	4607.69	4066.67	4195.9	4593.33	0
4002.05	4132.82	4327.18	4624.1	4061.03	4214.87	4623.59	0
4028.21	4122.56	4345.64	4621.54	4047.69	4193.85	4620	1
4012.31	4125.64	4329.74	4602.56	4058.46	4190.77	4591.79	1
3997.44	4112.82	4333.33	4604.62	4070.26	4208.21	4597.44	1
3998.97	4108.72	4329.74	4615.38	4053.85	4167.69	4597.44	0
3975.9	4108.72	4334.87	4617.95	4071.79	4210.77	4609.23	1
4040.51	4120.51	4344.62	4614.36	4064.62	4190.77	4587.69	0
3993.33	4102.56	4338.97	4616.92	4087.69	4181.03	4620	1
4006.67	4116.92	4357.44	4631.79	4098.46	4227.18	4624.62	1
3991.79	4111.28	4336.41	4619.49	4052.82	4204.1	4607.69	1
4018.97	4113.85	4343.08	4623.08	4108.72	4209.23	4623.59	1
4005.64	4116.92	4324.62	4615.9	4042.05	4193.33	4613.33	1
3983.59	4118.97	4326.15	4611.28	4080	4188.72	4588.72	0
4015.38	4101.54	4341.03	4625.64	4071.28	4209.23	4607.18	0
4002.05	4112.82	4334.87	4616.41	4074.36	4216.92	4606.15	1
3976.92	4086.15	4329.23	4617.95	4099.49	4176.41	4613.33	1
3980	4101.54	4332.31	4613.85	4064.62	4210.77	4588.21	1
3997.95	4101.03	4345.13	4631.28	4069.74	4226.15	4630.77	0
3973.33	4100	4328.21	4614.36	4048.21	4197.44	4586.67	0
4000.51	4092.31	4338.97	4615.38	4090.77	4194.87	4624.62	1
3987.18	4106.15	4326.67	4611.79	4059.49	4195.38	4598.46	0
4005.64	4125.13	4337.95	4616.41	4046.67	4192.31	4604.62	0
3976.92	4110.77	4333.85	4611.79	4057.44	4168.72	4577.95	0
3976.41	4106.15	4328.72	4603.08	4058.46	4208.21	4587.69	1
4030.77	4115.9	4342.56	4615.38	4072.31	4181.54	4575.38	0
4014.87	4128.21	4338.97	4615.38	4054.87	4207.18	4617.95	1
3995.9	4111.79	4344.62	4620.51	4068.72	4203.59	4594.36	0
3995.9	4122.56	4344.1	4624.1	4063.59	4208.21	4605.64	0
4017.95	4106.67	4336.41	4630.26	4055.38	4211.28	4606.67	0
4044.62	4123.08	4346.67	4616.92	4069.23	4185.64	4592.31	0
3989.23	4106.15	4344.1	4627.69	4056.92	4170.77	4600.51	0
4005.64	4114.87	4327.69	4600.51	4042.05	4207.18	4598.46	1
4010.77	4122.56	4337.44	4627.69	4087.18	4208.21	4613.33	0
3998.97	4115.9	4337.95	4630.26	4091.28	4206.67	4600	0
4022.56	4117.95	4337.44	4611.79	4056.41	4201.54	4598.97	0
4030.26	4133.33	4337.44	4615.9	4068.72	4196.92	4611.28	0
3976.92	4110.77	4337.95	4626.15	4060.51	4202.56	4603.59	0
4029.23	4136.92	4336.92	4619.49	4094.87	4202.56	4592.31	0
3988.21	4105.64	4332.31	4621.54	4052.31	4186.67	4602.05	0
3985.64	4105.64	4320	4616.92	4058.97	4198.97	4616.41	0
4026.67	4137.44	4339.49	4622.05	4062.05	4208.21	4628.21	1
4047.69	4122.56	4342.05	4627.18	4067.69	4176.92	4605.64	0
4021.03	4123.08	4336.92	4628.72	4075.38	4178.97	4598.46	0
4031.79	4123.08	4357.44	4634.87	4083.08	4203.08	4599.49	1
4013.33	4097.95	4344.62	4621.03	4102.05	4205.13	4612.31	1
3972.31	4096.92	4336.92	4616.41	4041.54	4205.64	4592.82	0
4001.54	4127.69	4353.85	4629.74	4077.95	4224.1	4628.72	0
4018.46	4108.72	4333.85	4614.87	4077.95	4198.97	4598.97	0
3980.51	4104.1	4343.08	4621.54	4067.69	4203.08	4609.23	0
3973.33	4113.85	4325.64	4610.26	4056.41	4193.85	4588.21	1
3995.38	4119.49	4341.54	4605.13	4050.26	4178.46	4591.79	1
4048.21	4133.85	4338.97	4627.18	4074.36	4206.15	4607.69	0
3997.44	4118.97	4335.38	4602.56	4075.38	4203.59	4609.23	0
3987.18	4110.77	4337.44	4616.92	4052.82	4195.9	4602.56	1
3994.87	4113.85	4336.92	4618.97	4063.59	4207.18	4605.64	0
3984.62	4087.69	4326.15	4617.44	4050.26	4175.9	4580.51	0
4037.44	4136.92	4350.77	4625.13	4084.1	4204.1	4603.59	1
3991.28	4123.59	4348.72	4622.56	4068.72	4199.49	4601.54	0
4006.67	4124.1	4334.87	4618.97	4072.82	4203.59	4606.67	1
3989.74	4106.67	4334.87	4605.64	4057.95	4195.38	4588.21	1
4007.69	4125.64	4340	4613.33	4045.13	4209.74	4630.77	1
4003.08	4124.62	4338.46	4621.03	4084.1	4180	4609.23	1
4021.03	4131.79	4330.77	4611.28	4082.56	4187.18	4582.05	0
4018.46	4119.49	4335.9	4613.33	4042.05	4191.28	4603.59	1
4003.59	4118.46	4350.26	4620	4058.46	4178.46	4589.23	1
4009.23	4125.13	4330.26	4621.03	4071.79	4195.38	4601.03	0
4002.05	4131.79	4336.92	4615.9	4049.23	4210.77	4588.72	1
4018.46	4143.59	4345.13	4623.59	4084.1	4206.67	4613.33	1
4007.18	4120.51	4340	4632.31	4084.62	4197.95	4607.18	0
3999.49	4116.92	4347.69	4624.62	4071.79	4189.74	4595.38	0
4025.64	4109.74	4340.51	4614.36	4102.56	4212.31	4617.95	1
3992.82	4090.26	4343.59	4628.72	4083.59	4202.05	4595.9	0
3995.38	4109.23	4346.15	4626.67	4098.97	4175.9	4610.26	1
3963.59	4108.21	4328.72	4620	4054.87	4193.85	4576.41	0
3986.15	4123.08	4331.28	4615.9	4077.44	4194.87	4584.62	0
4032.31	4137.44	4343.08	4617.44	4041.54	4192.31	4616.41	1
4026.15	4137.95	4342.56	4619.49	4078.97	4207.18	4608.72	1
3962.56	4108.72	4335.9	4621.03	4072.31	4206.67	4592.31	1
3999.49	4122.05	4332.82	4611.28	4048.21	4193.85	4591.79	0
4036.41	4122.56	4345.64	4623.08	4081.54	4208.72	4607.69	0
4002.56	4134.36	4335.38	4609.74	4093.85	4205.13	4622.05	0
3993.33	4131.28	4332.31	4620	4037.95	4186.15	4609.74	1
3984.1	4112.31	4347.69	4624.62	4074.87	4198.97	4601.54	0
4008.21	4121.54	4337.44	4618.97	4061.03	4207.69	4576.92	1
3967.18	4130.26	4332.31	4626.67	4065.13	4190.26	4591.79	0
